No.,Tanggal,Nomor,ATM ID,Lokasi,Jenis Layanan,Laporan Kerusakan,Pekerjaan Dilakukan,Nomor Tiket,Penggantian Sparepart,Jumlah Part,Status,CSE,Pilihan
,,,,,,,,,Stripper SnapOnWheel Wide Standard  *** NEW *** ,1 , ,Doni Indra ,
,,,,,,,,,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,Doni Indra ,
1760,15 April 2020,82321,ATM20028001,BKP JAMBI KCU KEBON JERUK,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1761,08 Juni 2020,74054,ATM20028001,BKP JAMBI KCU KEBON JERUK,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1762,03 November 2020,86308,ATM20028001,BKP JAMBI KCU KEBON JERUK,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1763,05 Oktober 2020,86259,ATM20028001,BKP JAMBI KCU KEBON JERUK,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1764,06 Desember 2020,90791,ATM20028001,BKP JAMBI KCU KEBON JERUK,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1765,06 Mei 2020,82315,ATM20028002,JAMBI PRIMA MALL,PM 2 ,Hardware ,"General Maintenance, Check & Clean all device, install sofware.., test OK. ", , , , ,Doni Indra ,
1766,12 Februari 2020,85005,ATM20028002,JAMBI PRIMA MALL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1767,11 Agustus 2020,86332,ATM20028002,JAMBI PRIMA MALL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1768,07 Januari 2020,85026,ATM20028002,JAMBI PRIMA MALL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1769,08 September 2020,86282,ATM20028002,JAMBI PRIMA MALL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1770,05 November 2020,86316,ATM20028002,JAMBI PRIMA MALL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1771,06 Oktober 2020,86256,ATM20028002,JAMBI PRIMA MALL,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace Fs 1 rak 2,Ta 1 rak 2,Sw 1 rak 2., test OK. ", ,Feedshaft *OPTEVA* ,1 , ,Doni Indra ,
,,,,,,,,,Stripper SnapOnWheel Wide Standard  *** NEW *** ,1 , ,Doni Indra ,
,,,,,,,,,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,Doni Indra ,
1772,07 Desember 2020,90795,ATM20028002,JAMBI PRIMA MALL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1773,07 Desember 2020,90790,ATM20028003,TRANSMART JAMBI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1774,04 Mei 2020,82317,ATM20028004,KCP HALIM PERDANA KUSUMA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1775,09 Maret 2020,82334,ATM20028004,KCP HALIM PERDANA KUSUMA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1776,07 Juli 2020,86295,ATM20028004,KCP HALIM PERDANA KUSUMA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1777,12 Februari 2020,85003,ATM20028004,KCP HALIM PERDANA KUSUMA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1778,28 Februari 2020,85012,ATM20028004,KCP HALIM PERDANA KUSUMA,Error ,Hardware ,"Check & Clean all devices, Hanya restar ATM. / no replace, test OK. ", , , , ,Doni Indra ,
1779,11 Agustus 2020,86349,ATM20028004,KCP HALIM PERDANA KUSUMA,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace FS 2 rak 3 dan4, TA 2 rak 3 dan 4, SW 2 rak 3 dan 4,, test OK. ", ,Feedshaft *OPTEVA* ,2 , ,Doni Indra ,
,,,,,,,,,Stripper SnapOnWheel Wide Standard  *** NEW *** ,2 , ,Doni Indra ,
,,,,,,,,,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,2 , ,Doni Indra ,
1780,06 Januari 2020,85022,ATM20028004,KCP HALIM PERDANA KUSUMA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1781,07 September 2020,86280,ATM20028004,KCP HALIM PERDANA KUSUMA,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace FS 2 rak 1dan 2,Sw 2 rak 1 dan 2, TA 2 rak 1 dan 2, test OK. ", ,Feedshaft *OPTEVA* ,2 , ,Doni Indra ,
,,,,,,,,,Stripper SnapOnWheel Wide Standard  *** NEW *** ,2 , ,Doni Indra ,
,,,,,,,,,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,2 , ,Doni Indra ,
1782,09 Juni 2020,82301,ATM20028004,KCP HALIM PERDANA KUSUMA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1783,03 November 2020,86309,ATM20028004,KCP HALIM PERDANA KUSUMA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1784,05 Oktober 2020,86260,ATM20028004,KCP HALIM PERDANA KUSUMA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1785,07 Desember 2020,90793,ATM20028004,KCP HALIM PERDANA KUSUMA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1786,05 Mei 2020,82318,ATM20028005,JAMBI TOWN SQUARE,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1787,10 Maret 2020,82337,ATM20028005,JAMBI TOWN SQUARE,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1788,07 Juli 2020,86298,ATM20028005,JAMBI TOWN SQUARE,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace fs 1 rak2 ,ta 1 rak 2, sw 1 rak 2, test OK. ", ,Feedshaft *OPTEVA* ,1 , ,Doni Indra ,
,,,,,,,,,Stripper SnapOnWheel Wide Standard  *** NEW *** ,1 , ,Doni Indra ,
,,,,,,,,,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,Doni Indra ,
1789,12 Februari 2020,85004,ATM20028005,JAMBI TOWN SQUARE,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1790,11 Agustus 2020,86331,ATM20028005,JAMBI TOWN SQUARE,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1791,07 Januari 2020,85023,ATM20028005,JAMBI TOWN SQUARE,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1792,08 September 2020,86281,ATM20028005,JAMBI TOWN SQUARE,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1793,16 April 2020,82323,ATM20028005,JAMBI TOWN SQUARE,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1794,09 Juni 2020,82302,ATM20028005,JAMBI TOWN SQUARE,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1795,04 November 2020,86311,ATM20028005,JAMBI TOWN SQUARE,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1796,06 Oktober 2020,86257,ATM20028005,JAMBI TOWN SQUARE,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace Fs 1 rak 1, Ta 1 rak 1, Sw 1 rak 1, test OK. ", ,Feedshaft *OPTEVA* ,1 , ,Doni Indra ,
,,,,,,,,,Stripper SnapOnWheel Wide Standard  *** NEW *** ,1 , ,Doni Indra ,
,,,,,,,,,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,Doni Indra ,
1797,06 Desember 2020,90792,ATM20028005,JAMBI TOWN SQUARE,Installation ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,Doni Indra ,
1798,16 Maret 2020,82343,ATM20028008,ALFAMART VILLA KENALI MAYANG,PM 2 ,Hardware ,"General Maintenance, Check & Clean all device, replace .Ac Assy box, test OK. ",2003-031 ,"ASSY,AC BOX,SPI ",1 , ,Doni Indra ,
1799,10 Maret 2020,82339,ATM20028008,ALFAMART VILLA KENALI MAYANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1800,13 Februari 2020,85008,ATM20028008,ALFAMART VILLA KENALI MAYANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1801,28 Februari 2020,85013,ATM20028008,ALFAMART VILLA KENALI MAYANG,Error ,Hardware ,"Check & Clean all devices, replace printer, test OK. ",2002-027 ,Printer Thermal ,1 , ,Doni Indra ,
1802,08 Januari 2020,85028,ATM20028008,ALFAMART VILLA KENALI MAYANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1803,12 Agustus 2020,86333,ATM20028008,ALFAMART VILLA KENALI MAYANG,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace FS 1 rak1 ,TA 1 rak 1, SW 1 rak 1, test OK. ", ,Feedshaft *OPTEVA* ,1 , ,Doni Indra ,
,,,,,,,,,Stripper SnapOnWheel Wide Standard  *** NEW *** ,1 , ,Doni Indra ,
,,,,,,,,,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,Doni Indra ,
1804,09 September 2020,86284,ATM20028008,ALFAMART VILLA KENALI MAYANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1805,01 April 2020,82320,ATM20028008,ALFAMART VILLA KENALI MAYANG,Error & PM ,Hardware ,"Check & Clean all devices, replace Stecker module dan CCA dispenser, test OK. ",2004-039 ,STACKER MODULE OPTEVA 520 ,1 , ,Doni Indra ,
,,,,,,,,,CCA AFD (CCA DISP OPTEVA) ,1 , ,Doni Indra ,
1806,04 November 2020,86313,ATM20028008,ALFAMART VILLA KENALI MAYANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1807,07 Oktober 2020,86255,ATM20028008,ALFAMART VILLA KENALI MAYANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1808,08 Desember 2020,90798,ATM20028008,ALFAMART VILLA KENALI MAYANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1809,05 Mei 2020,82319,ATM20028009,ALFAMART PASAR MODERN KEBUN HANDIL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1810,11 Maret 2020,82340,ATM20028009,ALFAMART PASAR MODERN KEBUN HANDIL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1811,08 Juli 2020,86299,ATM20028009,ALFAMART PASAR MODERN KEBUN HANDIL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1812,13 Februari 2020,85009,ATM20028009,ALFAMART PASAR MODERN KEBUN HANDIL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1813,11 Agustus 2020,86350,ATM20028009,ALFAMART PASAR MODERN KEBUN HANDIL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1814,07 Januari 2020,85024,ATM20028009,ALFAMART PASAR MODERN KEBUN HANDIL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1815,09 September 2020,86269,ATM20028009,ALFAMART PASAR MODERN KEBUN HANDIL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1816,16 April 2020,82324,ATM20028009,ALFAMART PASAR MODERN KEBUN HANDIL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1817,10 Juni 2020,82303,ATM20028009,ALFAMART PASAR MODERN KEBUN HANDIL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1818,04 November 2020,86310,ATM20028009,ALFAMART PASAR MODERN KEBUN HANDIL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1819,07 Oktober 2020,86263,ATM20028009,ALFAMART PASAR MODERN KEBUN HANDIL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1820,08 Desember 2020,90799,ATM20028009,ALFAMART PASAR MODERN KEBUN HANDIL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1821,11 Maret 2020,92342,ATM20028010,TROPI MART ATM CENTER,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1822,08 Juli 2020,86297,ATM20028010,TROPI MART ATM CENTER,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1823,17 Februari 2020,85011,ATM20028010,TROPI MART ATM CENTER,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1824,08 Januari 2020,85027,ATM20028010,TROPI MART ATM CENTER,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1825,12 Agustus 2020,86334,ATM20028010,TROPI MART ATM CENTER,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1826,05 November 2020,86318,ATM20028010,TROPI MART ATM CENTER,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1827,06 Oktober 2020,86258,ATM20028010,TROPI MART ATM CENTER,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace Fs 1 rak 1,Ta 1 rak 1, Sw 1 rak 1, test OK. ", ,Feedshaft *OPTEVA* ,1 , ,Doni Indra ,
,,,,,,,,,Stripper SnapOnWheel Wide Standard  *** NEW *** ,1 , ,Doni Indra ,
,,,,,,,,,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,Doni Indra ,
1828,08 Desember 2020,90789,ATM20028010,TROPI MART ATM CENTER,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1829,10 Maret 2020,82336,ATM20028011,RS MITRA JAMBI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1830,17 April 2020,232323,ATM20028011,RS MITRA JAMBI, , , , , , , ,Yovi Kurniawan ,
1831,07 Juli 2020,86296,ATM20028011,RS MITRA JAMBI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1832,12 Februari 2020,85006,ATM20028011,RS MITRA JAMBI, ,Preventive Maintenance , , , , , ,Doni Indra ,
1833,12 Agustus 2020,86335,ATM20028011,RS MITRA JAMBI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1834,08 September 2020,86285,ATM20028011,RS MITRA JAMBI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1835,17 April 2020,82326,ATM20028011,RS MITRA JAMBI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1836,04 November 2020,86312,ATM20028011,RS MITRA JAMBI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1837,05 Oktober 2020,86261,ATM20028011,RS MITRA JAMBI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1838,07 Desember 2020,90796,ATM20028011,RS MITRA JAMBI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1839,10 Maret 2020,82338,ATM20028012,MM GARUDA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1840,28 Juli 2020,86300,ATM20028012,MM GARUDA,Error ,Hardware ,"Check & Clean all devices, install ulang/ no replace, test OK. ", , , , ,Doni Indra ,
1841,13 Februari 2020,85007,ATM20028012,MM GARUDA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1842,08 Januari 2020,85029,ATM20028012,MM GARUDA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1843,12 Agustus 2020,86336,ATM20028012,MM GARUDA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1844,08 September 2020,86286,ATM20028012,MM GARUDA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1845,15 April 2020,82322,ATM20028012,MM GARUDA,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace .FS 2 rak 1 dan 2,Sw  2 rak 1 dan 2, Ta 2 rak 1 dan 2., test OK. ", ,Feedshaft *OPTEVA* ,2 , ,Doni Indra ,
,,,,,,,,,Stripper SnapOnWheel Wide Standard  *** NEW *** ,2 , ,Doni Indra ,
,,,,,,,,,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,2 , ,Doni Indra ,
1846,05 November 2020,86314,ATM20028012,MM GARUDA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1847,07 Oktober 2020,86262,ATM20028012,MM GARUDA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1848,07 Desember 2020,90797,ATM20028012,MM GARUDA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1849,26 Maret 2020,82344,ATM20028013,RS. BAITUL ROCHIM,PM 1 ,Hardware ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1850,10 Maret 2020,82335,ATM20028013,RS. BAITUL ROCHIM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1851,11 Februari 2020,85002,ATM20028013,RS. BAITUL ROCHIM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1852,10 Agustus 2020,86330,ATM20028013,RS. BAITUL ROCHIM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1853,07 Januari 2020,85025,ATM20028013,RS. BAITUL ROCHIM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1854,08 September 2020,86283,ATM20028013,RS. BAITUL ROCHIM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1855,10 Juni 2020,82304,ATM20028013,RS. BAITUL ROCHIM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1856,05 November 2020,86315,ATM20028013,RS. BAITUL ROCHIM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1857,24 Oktober 2020,86265,ATM20028013,RS. BAITUL ROCHIM,PM 2 ,Hardware ,"General Maintenance, Check & Clean all device, replace hARDISK., test OK. ",2010-139 ,HARDDISK UP TO 1GB ,1 , ,Doni Indra ,
1858,06 Oktober 2020,86264,ATM20028013,RS. BAITUL ROCHIM,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace Fs 1 rak 1,Sw 1 rak 1.Ta 1 rak 1., test OK. ", ,Feedshaft *OPTEVA* ,1 , ,Doni Indra ,
,,,,,,,,,Stripper SnapOnWheel Wide Standard  *** NEW *** ,1 , ,Doni Indra ,
,,,,,,,,,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,Doni Indra ,
1859,07 Desember 2020,90794,ATM20028013,RS. BAITUL ROCHIM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1860,11 Maret 2020,82341,ATM20028014,MALL TRONA EKSPRES,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1861,13 Februari 2020,85010,ATM20028014,MALL TRONA EKSPRES,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1862,10 Agustus 2020,86348,ATM20028014,MALL TRONA EKSPRES,Error & PM ,Hardware ,"Check & Clean all devices, replace .FS 1 rak1 ,SW 1 rak 1, TA 1 rak 1, test OK. ", ,Feedshaft *OPTEVA* ,1 , ,Doni Indra ,
,,,,,,,,,Stripper SnapOnWheel Wide Standard  *** NEW *** ,1 , ,Doni Indra ,
,,,,,,,,,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,Doni Indra ,
1863,09 September 2020,86287,ATM20028014,MALL TRONA EKSPRES,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace FS 1 rak 2, TA 1 rak2, SW 1 rak 2., test OK. ", ,Feedshaft *OPTEVA* ,1 , ,Doni Indra ,
,,,,,,,,,Stripper SnapOnWheel Wide Standard  *** NEW *** ,1 , ,Doni Indra ,
,,,,,,,,,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,Doni Indra ,
1864,05 November 2020,86317,ATM20028014,MALL TRONA EKSPRES,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1865,07 Oktober 2020,86254,ATM20028014,MALL TRONA EKSPRES,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1866,08 Desember 2020,90800,ATM20028014,MALL TRONA EKSPRES,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Doni Indra ,
1867,03 Juli 2020,86043,ATM20029001,STMIK PONTIANAK,Error ,Hardware ,"Check & Clean all devices, replace mainboard, test OK. ",2007-096 ,Mainboard PIV - Diebold ,1 , ,Hendri Apridzal ,
1868,04 Juli 2020,90401,ATM20029001,STMIK PONTIANAK,Error ,Hardware ,"Check & Clean all devices, replace CCA DISPENSER DAN EPP5 , INSTAL ULANG, test OK. ",2007-096 ,"EPP5(BSC),LGE,STTL,ENG(AU),QZ1,BLANK,X,I,O ",1 , ,Hendri Apridzal ,
,,,,,,,,,CCA Dispenser (CCA Kit Presenter Ctrl.) 49-74724-0 ,1 , ,Hendri Apridzal ,
1869,22 Januari 2020,85998,ATM20029001,STMIK PONTIANAK,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Hendri Apridzal ,
1870,13 April 2020,86015,ATM20029001,STMIK PONTIANAK,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Hendri Apridzal ,
1871,20 Juli 2020,90417,ATM20029001,STMIK PONTIANAK,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,Feedshaft *OPTEVA* ,1 , ,Hendri Apridzal ,
1872,27 Oktober 2020,90445,ATM20029001,STMIK PONTIANAK, ,Preventive Maintenance , , , , , ,Hendri Apridzal ,
1873,10 Januari 2020,85997,ATM20029002,AHMAD YANI MEGA MALL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Hendri Apridzal ,
1874,08 Juli 2020,90407,ATM20029002,AHMAD YANI MEGA MALL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Hendri Apridzal ,
1875,03 Januari 2020,85976,ATM20029002,AHMAD YANI MEGA MALL,Error ,Hardware ,"Check & Clean all devices, replace feedshat, t/a, s/w , test OK. ", ,Feedshaft *OPTEVA* ,3 , ,Hendri Apridzal ,
,,,,,,,,,Stripper SnapOnWheel Wide Standard  *** NEW *** ,2 , ,Hendri Apridzal ,
,,,,,,,,,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,2 , ,Hendri Apridzal ,
1876,02 April 2020,86030,ATM20029002,AHMAD YANI MEGA MALL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Hendri Apridzal ,
1877,07 Februari 2020,86007,ATM20029002,AHMAD YANI MEGA MALL,Installation ,Installation ,"Instalasi ATM, Check all devices, test OK. REPLACE MESIN ATM 522 OPTEVA MENJADI GRG H22VL ", , , , ,Hendri Apridzal ,
1878,26 Juli 2020,90421,ATM20029002,AHMAD YANI MEGA MALL,Error ,Hardware ,"Check & Clean all devices, CHECK BELT DISPENSER no replace, test OK. ", , , , ,Hendri Apridzal ,
1879,28 Juli 2020,90424,ATM20029002,AHMAD YANI MEGA MALL,Error ,Hardware ,"Check & Clean all devices, CHECK BELT DISPENSER, SENSOR DISPENSER, CCA DISPENSER no replace, test OK. ", , , , ,Hendri Apridzal ,
1880,27 Juli 2020,90425,ATM20029002,AHMAD YANI MEGA MALL,Error ,Hardware ,"Check & Clean all devices, CHECK BELT DISPENSER, SENSOR DISPENSER, CCA DISPENSERno replace, test OK. ", , , , ,Hendri Apridzal ,
1881,02 Agustus 2020,90419,ATM20029002,AHMAD YANI MEGA MALL,Error , ,"Check & Clean all devices, replace STACKER DAN CCA DISPENSER, test OK. ",2007-110 ,CCA Dispenser (CCA Kit Presenter Ctrl.) 49-74724-0 ,1 , ,Hendri Apridzal ,
,,,,,,,,,Stacker Module ,1 , ,Hendri Apridzal ,
1882,24 Juli 2020,90420,ATM20029002,AHMAD YANI MEGA MALL,Error ,Hardware ,"Check & Clean all devices, check belt dispenser  no replace, test OK. ", , , , ,Hendri Apridzal ,
1883,12 Oktober 2020,90437,ATM20029002,AHMAD YANI MEGA MALL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Hendri Apridzal ,
