No.,Tanggal,Nomor,ATM ID,Lokasi,Jenis Layanan,Laporan Kerusakan,Pekerjaan Dilakukan,Nomor Tiket,Penggantian Sparepart,Jumlah Part,Status,CSE,Pilihan
1465.0,11 Juni 2020,88911.0,ATM20023002,PLN KARAWANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
1466.0,15 April 2020,86381.0,ATM20023002,PLN KARAWANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
1467.0,28 Januari 2020,86179.0,ATM20023002,PLN KARAWANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
1468.0,28 Agustus 2020,88924.0,ATM20023002,PLN KARAWANG,Installation ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,Muhammad Nuh ,
1469.0,19 Maret 2020,88755.0,ATM20023005,KCP CIKAMPEK,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
1470.0,14 Mei 2020,88909.0,ATM20023005,KCP CIKAMPEK,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
1471.0,11 Juni 2020,88910.0,ATM20023005,KCP CIKAMPEK,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
1472.0,15 April 2020,86382.0,ATM20023005,KCP CIKAMPEK,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
1473.0,28 Januari 2020,86178.0,ATM20023005,KCP CIKAMPEK,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Muhammad Nuh ,
1474.0,28 Agustus 2020,88923.0,ATM20023005,KCP CIKAMPEK,Installation ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,Muhammad Nuh ,
1475.0,04 Desember 2020,89614.0,ATM20023016,PURI TELUK JAMBE,Support ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", ,CCA Dispenser (CCA Kit Presenter Ctrl.) 49-74724-0 ,1 , ,M. Yani ,
1476.0,05 Februari 2020,82833.0,ATM20023018,PURI TELUK JAMBE II,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, Install Ulang, no replace, test OK. ", , , , ,ozi medina ,
1477.0,07 Februari 2020,87775.0,ATM20024001,BKP BATAM NAGOYA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1478.0,05 Oktober 2020,90873.0,ATM20024001,BKP BATAM NAGOYA,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feedshaft *OPTEVA* ,3 , ,Mario Azlan Pakasi ,
1479.0,09 Maret 2020,87798.0,ATM20024001,BKP BATAM NAGOYA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1480.0,23 Desember 2020,86416.0,ATM20024001,BKP BATAM NAGOYA,Support ,Installation ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1481.0,24 Desember 2020,86418.0,ATM20024001,BKP BATAM NAGOYA,Error ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1482.0,04 Desember 2020,86402.0,ATM20024001,BKP BATAM NAGOYA,PM 2 ,Hardware ,"General Maintenance, Check & Clean all device, replace CARD READER  test OK. ", ,"Motorized Card Reader (Track 1,2,3 Read/Write w/ E ",1 , ,Mario Azlan Pakasi ,
1483.0,06 April 2020,87715.0,ATM20024001,BKP BATAM NAGOYA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1484.0,07 Juni 2020,87653.0,ATM20024001,BKP BATAM NAGOYA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1485.0,03 Januari 2020,87755.0,ATM20024001,BKP BATAM NAGOYA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1486.0,04 Mei 2020,87727.0,ATM20024001,BKP BATAM NAGOYA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1487.0,08 Juli 2020,87671.0,ATM20024001,BKP BATAM NAGOYA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1488.0,25 November 2020,90940.0,ATM20024001,BKP BATAM NAGOYA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1489.0,18 September 2020,90912.0,ATM20024001,BKP BATAM NAGOYA,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1490.0,19 Oktober 2020,90884.0,ATM20024002,PANBIL MALL TC,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1491.0,09 Februari 2020,87781.0,ATM20024002,PANBIL MALL TC,Error ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1492.0,05 Maret 2020,87795.0,ATM20024002,PANBIL MALL TC,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1493.0,20 Desember 2020,86415.0,ATM20024002,PANBIL MALL TC,Installation ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,Mario Azlan Pakasi ,
1494.0,13 April 2020,87718.0,ATM20024002,PANBIL MALL TC,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1495.0,09 Juni 2020,87654.0,ATM20024002,PANBIL MALL TC,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feedshaft *OPTEVA* ,2 , ,Mario Azlan Pakasi ,
1495.0,09 Juni 2020,87654.0,ATM20024002,PANBIL MALL TC,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,2 , ,Mario Azlan Pakasi ,
1495.0,09 Juni 2020,87654.0,ATM20024002,PANBIL MALL TC,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,2 , ,Mario Azlan Pakasi ,
1496.0,10 Januari 2020,87757.0,ATM20024002,PANBIL MALL TC,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feedshaft *OPTEVA* ,2 , ,Mario Azlan Pakasi ,
1497.0,25 Mei 2020,87744.0,ATM20024002,PANBIL MALL TC,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,2 , ,Mario Azlan Pakasi ,
1497.0,25 Mei 2020,87744.0,ATM20024002,PANBIL MALL TC,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,2 , ,Mario Azlan Pakasi ,
1498.0,17 Juli 2020,87680.0,ATM20024002,PANBIL MALL TC,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1499.0,24 November 2020,90939.0,ATM20024002,PANBIL MALL TC,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1500.0,19 September 2020,90917.0,ATM20024002,PANBIL MALL TC,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1501.0,09 Agustus 2020,90852.0,ATM20024002,PANBIL MALL TC,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1502.0,20 Oktober 2020,90886.0,ATM20024003,BATU AJI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1503.0,18 Februari 2020,87787.0,ATM20024003,BATU AJI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1504.0,04 Maret 2020,87794.0,ATM20024003,BATU AJI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1505.0,04 Desember 2020,86403.0,ATM20024003,BATU AJI,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace CONSUME., test OK. ", ,Feedshaft *OPTEVA* ,1 , ,Mario Azlan Pakasi ,
1506.0,31 Maret 2020,87709.0,ATM20024003,BATU AJI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1507.0,19 Januari 2020,87767.0,ATM20024003,BATU AJI,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feedshaft *OPTEVA* ,2 , ,Mario Azlan Pakasi ,
1507.0,19 Januari 2020,87767.0,ATM20024003,BATU AJI,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,1 , ,Mario Azlan Pakasi ,
1507.0,19 Januari 2020,87767.0,ATM20024003,BATU AJI,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,2 , ,Mario Azlan Pakasi ,
1508.0,13 Juni 2020,87656.0,ATM20024003,BATU AJI,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feedshaft *OPTEVA* ,3 , ,Mario Azlan Pakasi ,
1509.0,18 Mei 2020,87739.0,ATM20024003,BATU AJI,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feedshaft *OPTEVA* ,2 , ,Mario Azlan Pakasi ,
1510.0,14 Juli 2020,87674.0,ATM20024003,BATU AJI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1511.0,04 November 2020,90926.0,ATM20024003,BATU AJI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1512.0,19 September 2020,90918.0,ATM20024003,BATU AJI,Error & PM ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,3 , ,Mario Azlan Pakasi ,
1512.0,19 September 2020,90918.0,ATM20024003,BATU AJI,Error & PM ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,2 , ,Mario Azlan Pakasi ,
1512.0,19 September 2020,90918.0,ATM20024003,BATU AJI,Error & PM ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", ,Feedshaft *OPTEVA* ,2 , ,Mario Azlan Pakasi ,
1513.0,05 Agustus 2020,90853.0,ATM20024003,BATU AJI,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,BELT FEED MODULE OPTV 4 TRACK ,3 , ,Mario Azlan Pakasi ,
1514.0,15 September 2020,90910.0,ATM20024003,BATU AJI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1515.0,05 Oktober 2020,90874.0,ATM20024004,NAGOYA BATAM II,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1516.0,19 Februari 2020,87788.0,ATM20024004,NAGOYA BATAM II,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1517.0,09 Maret 2020,87799.0,ATM20024004,NAGOYA BATAM II,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1518.0,23 Desember 2020,86417.0,ATM20024004,NAGOYA BATAM II,Support ,Installation ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1519.0,06 April 2020,87714.0,ATM20024004,NAGOYA BATAM II,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1520.0,03 Januari 2020,87754.0,ATM20024004,NAGOYA BATAM II,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feedshaft *OPTEVA* ,2 , ,Mario Azlan Pakasi ,
1520.0,03 Januari 2020,87754.0,ATM20024004,NAGOYA BATAM II,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,2 , ,Mario Azlan Pakasi ,
1520.0,03 Januari 2020,87754.0,ATM20024004,NAGOYA BATAM II,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,2 , ,Mario Azlan Pakasi ,
1521.0,07 Juni 2020,87652.0,ATM20024004,NAGOYA BATAM II,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1522.0,04 Mei 2020,87728.0,ATM20024004,NAGOYA BATAM II,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1523.0,08 Juli 2020,87670.0,ATM20024004,NAGOYA BATAM II,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1524.0,25 November 2020,90924.0,ATM20024004,NAGOYA BATAM II,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1525.0,18 September 2020,90913.0,ATM20024004,NAGOYA BATAM II,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1526.0,10 Agustus 2020,90860.0,ATM20024004,NAGOYA BATAM II,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1527.0,06 Oktober 2020,90878.0,ATM20024005,KCP PENUIN BATAM,PM 3 ,Hardware ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ",2010-1374 ,"PWR SUPPLY 48 VOLT,HAIBAO / PSU ATM DSP 529 ",1 , ,Mario Azlan Pakasi ,
1527.0,06 Oktober 2020,90878.0,ATM20024005,KCP PENUIN BATAM,PM 3 ,Hardware ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ",2010-1374 ,PWR SUPPLY 24 VOLT ,1 , ,Mario Azlan Pakasi ,
1527.0,06 Oktober 2020,90878.0,ATM20024005,KCP PENUIN BATAM,PM 3 ,Hardware ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ",2010-1374 ,DC OPTEVA ,1 , ,Mario Azlan Pakasi ,
1528.0,07 Februari 2020,87774.0,ATM20024005,KCP PENUIN BATAM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1529.0,10 Februari 2020,87702.0,ATM20024005,KCP PENUIN BATAM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1530.0,08 Desember 2020,86405.0,ATM20024005,KCP PENUIN BATAM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1531.0,25 Desember 2020,86419.0,ATM20024005,KCP PENUIN BATAM,Error ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1532.0,28 Maret 2020,87710.0,ATM20024005,KCP PENUIN BATAM,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feedshaft *OPTEVA* ,2 , ,Mario Azlan Pakasi ,
1532.0,28 Maret 2020,87710.0,ATM20024005,KCP PENUIN BATAM,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,2 , ,Mario Azlan Pakasi ,
1532.0,28 Maret 2020,87710.0,ATM20024005,KCP PENUIN BATAM,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,2 , ,Mario Azlan Pakasi ,
1533.0,18 Juni 2020,87660.0,ATM20024005,KCP PENUIN BATAM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1534.0,10 Januari 2020,87758.0,ATM20024005,KCP PENUIN BATAM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1535.0,05 Mei 2020,87731.0,ATM20024005,KCP PENUIN BATAM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1536.0,23 Juli 2020,87684.0,ATM20024005,KCP PENUIN BATAM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1537.0,11 November 2020,90933.0,ATM20024005,KCP PENUIN BATAM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1538.0,18 September 2020,90914.0,ATM20024005,KCP PENUIN BATAM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1539.0,10 Agustus 2020,90858.0,ATM20024005,KCP PENUIN BATAM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1540.0,22 Oktober 2020,90887.0,ATM20024006,KCP BATAM CENTER,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1541.0,12 Februari 2020,87779.0,ATM20024006,KCP BATAM CENTER,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1542.0,12 Maret 2020,87703.0,ATM20024006,KCP BATAM CENTER,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1543.0,19 Desember 2020,86414.0,ATM20024006,KCP BATAM CENTER,Installation ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,Mario Azlan Pakasi ,
1544.0,03 April 2020,87713.0,ATM20024006,KCP BATAM CENTER,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1545.0,01 Juni 2020,87745.0,ATM20024006,KCP BATAM CENTER,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,FeedShaft Wide Standard  *** NEW *** ,2 , ,Mario Azlan Pakasi ,
1545.0,01 Juni 2020,87745.0,ATM20024006,KCP BATAM CENTER,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,2 , ,Mario Azlan Pakasi ,
1545.0,01 Juni 2020,87745.0,ATM20024006,KCP BATAM CENTER,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,2 , ,Mario Azlan Pakasi ,
1546.0,15 Januari 2020,87762.0,ATM20024006,KCP BATAM CENTER,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,2 , ,Mario Azlan Pakasi ,
1546.0,15 Januari 2020,87762.0,ATM20024006,KCP BATAM CENTER,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,Mario Azlan Pakasi ,
1547.0,02 Juli 2020,87668.0,ATM20024006,KCP BATAM CENTER,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feedshaft *OPTEVA* ,2 , ,Mario Azlan Pakasi ,
1547.0,02 Juli 2020,87668.0,ATM20024006,KCP BATAM CENTER,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,2 , ,Mario Azlan Pakasi ,
1547.0,02 Juli 2020,87668.0,ATM20024006,KCP BATAM CENTER,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,2 , ,Mario Azlan Pakasi ,
1548.0,21 Mei 2020,87742.0,ATM20024006,KCP BATAM CENTER,Error & PM ,Preventive Maintenance ,"Check & Clean all devices, replace ............... / no replace, test OK. ", ,Feedshaft *OPTEVA* ,2 , ,Mario Azlan Pakasi ,
1548.0,21 Mei 2020,87742.0,ATM20024006,KCP BATAM CENTER,Error & PM ,Preventive Maintenance ,"Check & Clean all devices, replace ............... / no replace, test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,2 , ,Mario Azlan Pakasi ,
1548.0,21 Mei 2020,87742.0,ATM20024006,KCP BATAM CENTER,Error & PM ,Preventive Maintenance ,"Check & Clean all devices, replace ............... / no replace, test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,2 , ,Mario Azlan Pakasi ,
1549.0,05 November 2020,90927.0,ATM20024006,KCP BATAM CENTER,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1550.0,19 September 2020,90916.0,ATM20024006,KCP BATAM CENTER,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1551.0,12 Agustus 2020,90861.0,ATM20024006,KCP BATAM CENTER,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feedshaft *OPTEVA* ,3 , ,Mario Azlan Pakasi ,
1551.0,12 Agustus 2020,90861.0,ATM20024006,KCP BATAM CENTER,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,3 , ,Mario Azlan Pakasi ,
1551.0,12 Agustus 2020,90861.0,ATM20024006,KCP BATAM CENTER,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,2 , ,Mario Azlan Pakasi ,
1552.0,22 Oktober 2020,90888.0,ATM20024007,DISPENDA KEPRI BATAM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1553.0,11 November 2020,90892.0,ATM20024007,DISPENDA KEPRI BATAM,Support ,Non Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1554.0,30 Januari 2020,87770.0,ATM20024007,DISPENDA KEPRI BATAM,Error ,Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1555.0,12 Februari 2020,87778.0,ATM20024007,DISPENDA KEPRI BATAM,PM 3 ,Hardware ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ",2002-020 ,Power Supply 48 Volt Haibao ,1 , ,Mario Azlan Pakasi ,
1556.0,12 Maret 2020,87704.0,ATM20024007,DISPENDA KEPRI BATAM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1557.0,07 Desember 2020,86404.0,ATM20024007,DISPENDA KEPRI BATAM,Installation ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,Mario Azlan Pakasi ,
1558.0,14 April 2020,87719.0,ATM20024007,DISPENDA KEPRI BATAM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1559.0,15 Januari 2020,87763.0,ATM20024007,DISPENDA KEPRI BATAM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1560.0,22 Juni 2020,87665.0,ATM20024007,DISPENDA KEPRI BATAM,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", , , , ,Mario Azlan Pakasi ,
1561.0,07 Mei 2020,87733.0,ATM20024007,DISPENDA KEPRI BATAM,Error & PM ,Non Hardware ,"Check & Clean all devices,  no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1562.0,16 Juli 2020,87676.0,ATM20024007,DISPENDA KEPRI BATAM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1563.0,30 Oktober 2020,90925.0,ATM20024007,DISPENDA KEPRI BATAM,Support ,Non Hardware ,"Check & Clean all devices, replace ............... / no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1564.0,19 September 2020,90915.0,ATM20024007,DISPENDA KEPRI BATAM,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,2 , ,Mario Azlan Pakasi ,
1564.0,19 September 2020,90915.0,ATM20024007,DISPENDA KEPRI BATAM,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,2 , ,Mario Azlan Pakasi ,
1564.0,19 September 2020,90915.0,ATM20024007,DISPENDA KEPRI BATAM,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,Feedshaft *OPTEVA* ,2 , ,Mario Azlan Pakasi ,
1565.0,06 Agustus 2020,90854.0,ATM20024007,DISPENDA KEPRI BATAM,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mario Azlan Pakasi ,
1566.0,13 Februari 2020,87776.0,ATM20024008,,PM 2 ,Preventive Maintenance ,"General Maintenance, Check & Clean all device, replace ..............., test OK. ", ,BELT FEED MODULE OPTV 4 TRACK ,3 , ,Mario Azlan Pakasi ,
