No.,Tanggal,Nomor,ATM ID,Lokasi,Jenis Layanan,Laporan Kerusakan,Pekerjaan Dilakukan,Nomor Tiket,Penggantian Sparepart,Jumlah Part,Status,CSE,Pilihan
659.0,27 November 2020,90186.0,ATM20008034,INDOMARET PLUS POROS MAKASSAR - MAROS KM 3(TTSS),Error & PM ,Hardware ,"Check & Clean all devices, install ulang / no replace, test OK. ", , , , ,Mustajab ,
660.0,15 Desember 2020,90191.0,ATM20008034,INDOMARET PLUS POROS MAKASSAR - MAROS KM 3(TTSS),PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mustajab ,
661.0,12 Agustus 2020,85488.0,ATM20008035,INDOMARET PLUS SULTAN HASANUDDIN (TLNI),PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mustajab ,
662.0,16 November 2020,90170.0,ATM20008035,INDOMARET PLUS SULTAN HASANUDDIN (TLNI),PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mustajab ,
663.0,26 Oktober 2020,90157.0,ATM20008036,BOSOWA UTAMA MAKASSAR,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mustajab ,
664.0,04 Mei 2020,85458.0,ATM20008037,POLIMARI AMI MAKASAR,Error ,Hardware ,"Check & Clean all devices, replace FS (1),Belt Picker, test OK. ", ,BELT FEED MODULE OPTV 4 TRACK ,0 , ,Mustajab ,
664.0,04 Mei 2020,85458.0,ATM20008037,POLIMARI AMI MAKASAR,Error ,Hardware ,"Check & Clean all devices, replace FS (1),Belt Picker, test OK. ", ,FeedShaft Wide Standard  *** NEW *** ,0 , ,Mustajab ,
665.0,05 Maret 2020,84490.0,ATM20008038,KAMPUS PIP SALODONG,Installation ,Installation ,"Instalasi ATM, Check all devices, test OK. ", , , , ,Mustajab ,
666.0,01 Oktober 2020,90152.0,ATM20008038,KAMPUS PIP SALODONG,Error & PM ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Mustajab ,
667.0,10 Februari 2020,84477.0,ATM20008038,KAMPUS PIP SALODONG,PM 3 ,Hardware ,"General Maintenance, Check & Clean all device, replace EPP 5., test OK. ", , , , ,Mustajab ,
668.0,07 September 2020,89066.0,ATM20009001,CAB BANDUNG -1,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,Feed Shaft ,1 , ,Andri S ,
669.0,05 Juni 2020,89020.0,ATM20009001,CAB BANDUNG -1,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
670.0,01 Februari 2020,87264.0,ATM20009001,CAB BANDUNG -1,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
671.0,05 Januari 2020,87248.0,ATM20009001,CAB BANDUNG -1,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
672.0,10 Agustus 2020,89052.0,ATM20009001,CAB BANDUNG -1,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
673.0,08 Desember 2020,88969.0,ATM20009001,CAB BANDUNG -1,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
674.0,05 Oktober 2020,89086.0,ATM20009001,CAB BANDUNG -1,Error & PM ,Hardware ,"Check & Clean all devices, no replace , Install Ualng Software, test OK. ", , , , ,Andri S ,
675.0,03 November 2020,87299.0,ATM20009001,CAB BANDUNG -1,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
676.0,01 Mei 2020,89001.0,ATM20009001,CAB BANDUNG -1,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
677.0,10 Juli 2020,89043.0,ATM20009001,CAB BANDUNG -1,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
678.0,13 Maret 2020,87283.0,ATM20009001,CAB BANDUNG -1,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
679.0,03 April 2020,87284.0,ATM20009001,CAB BANDUNG -1,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,Feed Shaft ,2 , ,Andri S ,
680.0,30 Januari 2020,87260.0,ATM20009002,BKP CARINGIN BDG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
681.0,25 Agustus 2020,89062.0,ATM20009002,BKP CARINGIN BDG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
682.0,11 November 2020,89099.0,ATM20009002,BKP CARINGIN BDG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
683.0,05 Mei 2020,89003.0,ATM20009002,BKP CARINGIN BDG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
684.0,18 Juni 2020,89029.0,ATM20009003,KK IKOPIN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
685.0,22 September 2020,89080.0,ATM20009003,KK IKOPIN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
686.0,04 Februari 2020,87266.0,ATM20009003,KK IKOPIN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
687.0,10 Januari 2020,87251.0,ATM20009003,KK IKOPIN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,Feed Shaft ,1 , ,Andri S ,
688.0,12 Agustus 2020,89055.0,ATM20009003,KK IKOPIN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
689.0,14 Desember 2020,88976.0,ATM20009003,KK IKOPIN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
690.0,15 Oktober 2020,89092.0,ATM20009003,KK IKOPIN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
691.0,09 November 2020,89095.0,ATM20009003,KK IKOPIN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
692.0,13 Mei 2020,89009.0,ATM20009003,KK IKOPIN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
693.0,17 Juli 2020,89045.0,ATM20009003,KK IKOPIN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
694.0,02 Maret 2020,87275.0,ATM20009003,KK IKOPIN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
695.0,13 April 2020,87293.0,ATM20009003,KK IKOPIN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,Feed Shaft ,1 , ,Andri S ,
696.0,09 Februari 2020,87269.0,ATM20009004,KCP PANGALENGAN ,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
697.0,19 Agustus 2020,89059.0,ATM20009004,KCP PANGALENGAN ,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
698.0,02 Oktober 2020,89083.0,ATM20009004,KCP PANGALENGAN ,Error ,Hardware ,Check & Clean all devices. , , , , ,Andri S ,
699.0,02 Oktober 2020,89085.0,ATM20009004,KCP PANGALENGAN ,Error ,Hardware ,"Check & Clean all devices, replace Card Reader, test OK. ",2010-1375 ,Retain Box Card Reader ,1 , ,Andri S ,
700.0,30 November 2020,88961.0,ATM20009004,KCP PANGALENGAN ,Error ,Hardware ,"Check & Clean all devices, Install ulang software,no replace, test OK. ", , , , ,Andri S ,
701.0,22 Mei 2020,89012.0,ATM20009004,KCP PANGALENGAN ,Error & PM ,Hardware ,"Check & Clean all devices, replace Hard disk, test OK. ",2005-065 ,Hard Disk ,1 , ,Andri S ,
702.0,09 April 2020,87290.0,ATM20009004,KCP PANGALENGAN ,Error ,Non Hardware ,"Check & Clean all devices, no replace, test OK. ", ,Feed Shaft ,2 , ,Andri S ,
703.0,16 Juni 2020,89028.0,ATM20009005,BORMA PADALARANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,Feed Shaft ,1 , ,Andri S ,
704.0,21 September 2020,89079.0,ATM20009005,BORMA PADALARANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
705.0,01 Februari 2020,87263.0,ATM20009005,BORMA PADALARANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
706.0,08 Januari 2020,87250.0,ATM20009005,BORMA PADALARANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
707.0,04 Agustus 2020,89048.0,ATM20009005,BORMA PADALARANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
708.0,14 Desember 2020,88975.0,ATM20009005,BORMA PADALARANG,Error & PM ,Non Hardware ,"Check & Clean all devices,Input MK, no replace, test OK. ", , , , ,Andri S ,
709.0,19 Oktober 2020,89093.0,ATM20009005,BORMA PADALARANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
710.0,10 November 2020,89097.0,ATM20009005,BORMA PADALARANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,Feed Shaft ,2 , ,Andri S ,
710.0,10 November 2020,89097.0,ATM20009005,BORMA PADALARANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,2 , ,Andri S ,
710.0,10 November 2020,89097.0,ATM20009005,BORMA PADALARANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,Andri S ,
711.0,06 Mei 2020,89006.0,ATM20009005,BORMA PADALARANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
712.0,03 Juli 2020,89035.0,ATM20009005,BORMA PADALARANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
713.0,03 Maret 2020,87276.0,ATM20009005,BORMA PADALARANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
714.0,08 April 2020,87288.0,ATM20009005,BORMA PADALARANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
715.0,08 September 2020,89069.0,ATM20009006,BKP ANTAPANI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
716.0,29 Januari 2020,87259.0,ATM20009006,BKP ANTAPANI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
717.0,19 Juni 2020,89031.0,ATM20009006,BKP ANTAPANI,Error ,Non Hardware ,"Check & Clean all devices, replace money casset, test OK. ", , , , ,Andri S ,
718.0,05 Agustus 2020,89049.0,ATM20009006,BKP ANTAPANI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
719.0,02 Desember 2020,88964.0,ATM20009006,BKP ANTAPANI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
720.0,11 Mei 2020,89007.0,ATM20009006,BKP ANTAPANI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
721.0,10 September 2020,89073.0,ATM20009007,CAPEM SETIA BUDI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
722.0,31 Januari 2020,87262.0,ATM20009007,CAPEM SETIA BUDI,Error & PM ,Hardware ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
723.0,09 Desember 2020,88972.0,ATM20009007,CAPEM SETIA BUDI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
724.0,07 Juli 2020,89038.0,ATM20009007,CAPEM SETIA BUDI,Error ,Non Hardware ,"Check & Clean all devices,  no replace, test OK. ", , , , ,Andri S ,
725.0,11 Juni 2020,89025.0,ATM20009008,CAPEM BUAH BATU,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
726.0,17 September 2020,89078.0,ATM20009008,CAPEM BUAH BATU,Error & PM ,Preventive Maintenance ,"Check & Clean all devices, replace, test OK. ", , , , ,Andri S ,
727.0,08 Februari 2020,87268.0,ATM20009008,CAPEM BUAH BATU,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
728.0,12 Januari 2020,87253.0,ATM20009008,CAPEM BUAH BATU,Error & PM ,Non Hardware ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
729.0,07 Desember 2020,88968.0,ATM20009008,CAPEM BUAH BATU,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,Feed Shaft ,1 , ,Andri S ,
730.0,19 Agustus 2020,89061.0,ATM20009008,CAPEM BUAH BATU,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
731.0,20 Oktober 2020,89094.0,ATM20009008,CAPEM BUAH BATU,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
732.0,09 November 2020,89096.0,ATM20009008,CAPEM BUAH BATU,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
733.0,06 Mei 2020,89005.0,ATM20009008,CAPEM BUAH BATU,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
734.0,17 Juli 2020,89047.0,ATM20009008,CAPEM BUAH BATU,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
735.0,10 Maret 2020,87279.0,ATM20009008,CAPEM BUAH BATU,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
736.0,22 April 2020,87297.0,ATM20009008,CAPEM BUAH BATU,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
737.0,05 Juni 2020,89019.0,ATM20009009,CAB BANDUNG-2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
738.0,07 September 2020,89067.0,ATM20009009,CAB BANDUNG-2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,Feed Shaft ,1 , ,Andri S ,
738.0,07 September 2020,89067.0,ATM20009009,CAB BANDUNG-2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,1 , ,Andri S ,
738.0,07 September 2020,89067.0,ATM20009009,CAB BANDUNG-2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,Andri S ,
739.0,01 Februari 2020,87265.0,ATM20009009,CAB BANDUNG-2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
740.0,05 Januari 2020,87249.0,ATM20009009,CAB BANDUNG-2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
741.0,10 Agustus 2020,89053.0,ATM20009009,CAB BANDUNG-2,Error & PM ,Hardware ,"Check & Clean all devices,no replace, test OK. ", , , , ,Andri S ,
742.0,15 Agustus 2020,89058.0,ATM20009009,CAB BANDUNG-2,Error ,Hardware ,"Check & Clean all devices, replace Pinpad EPP5, test OK. ",2008-117 ,"EPP5(BSC),LGE,STTL,ENG(AU),QZ1,BLANK,X,I,O ",1 , ,Andri S ,
743.0,08 Desember 2020,88970.0,ATM20009009,CAB BANDUNG-2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,1 , ,Andri S ,
743.0,08 Desember 2020,88970.0,ATM20009009,CAB BANDUNG-2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,Andri S ,
744.0,05 Oktober 2020,8908.0,ATM20009009,CAB BANDUNG-2,Error & PM ,Hardware ,"Check & Clean all devices, no replace, Install Ulang Software, test OK. ", , , , ,Andri S ,
745.0,04 November 2020,87300.0,ATM20009009,CAB BANDUNG-2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
746.0,01 Mei 2020,89002.0,ATM20009009,CAB BANDUNG-2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
747.0,10 Juli 2020,89042.0,ATM20009009,CAB BANDUNG-2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
748.0,13 Maret 2020,87282.0,ATM20009009,CAB BANDUNG-2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
749.0,03 April 2020,87285.0,ATM20009009,CAB BANDUNG-2,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
750.0,30 Januari 2020,87261.0,ATM20009010,CAPEM CIMAHI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
751.0,25 Agustus 2020,89063.0,ATM20009010,CAPEM CIMAHI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
752.0,10 November 2020,89098.0,ATM20009010,CAPEM CIMAHI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
753.0,05 Mei 2020,89004.0,ATM20009010,CAPEM CIMAHI,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
754.0,12 Juli 2020,89044.0,ATM20009010,CAPEM CIMAHI,Error ,Non Hardware ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
755.0,09 Juni 2020,89021.0,ATM20009011,,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
756.0,13 September 2020,89074.0,ATM20009011,,Support ,Installation ,"Check & Clean all devices, relokasi mesin ", , , , ,Andri S ,
757.0,11 Februari 2020,87271.0,ATM20009011,,Error & PM ,Hardware ,"Check & Clean all devices, pending part ", , , , ,Andri S ,
758.0,18 Februari 2020,87273.0,ATM20009011,,Error ,Hardware ,"Check & Clean all devices, replace EPP 5, test OK. ",2002-022 ,EPP Diebold Opt 520 ,0 , ,Andri S ,
759.0,10 Januari 2020,87252.0,ATM20009011,,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
760.0,05 Agustus 2020,89050.0,ATM20009011,,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
761.0,11 Mei 2020,89008.0,ATM20009011,,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
762.0,06 Juli 2020,89037.0,ATM20009011,,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
763.0,13 Maret 2020,87280.0,ATM20009011,,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
764.0,13 April 2020,87292.0,ATM20009011,,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
765.0,16 September 2020,89077.0,ATM20009013,PARIS VAN JAVA ,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
766.0,10 Desember 2020,88974.0,ATM20009013,PARIS VAN JAVA ,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
767.0,09 Juli 2020,89041.0,ATM20009013,PARIS VAN JAVA ,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
768.0,06 Februari 2020,87267.0,ATM20009014,HOTEL EL ROYAL,Error & PM ,Hardware ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
769.0,07 Agustus 2020,89064.0,ATM20009014,HOTEL EL ROYAL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
770.0,15 Mei 2020,89010.0,ATM20009014,HOTEL EL ROYAL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
771.0,14 Januari 2020,87254.0,ATM20009015,KK ITB,Error & PM ,Non Hardware ,"Check & Clean all devices,no replace, test OK. ", , , , ,Andri S ,
772.0,16 September 2020,89076.0,ATM20009017,DE BATARA HOTEL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
773.0,10 Desember 2020,88973.0,ATM20009017,DE BATARA HOTEL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
774.0,09 Juli 2020,89040.0,ATM20009017,DE BATARA HOTEL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
775.0,08 April 2020,87289.0,ATM20009017,DE BATARA HOTEL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
776.0,09 Februari 2020,87270.0,ATM20009022,KPBS PANGALENGAN,Error & PM ,Hardware ,"Check & Clean all devices, replace feed shaft, SW dan TW, test OK. ", ,Feed Shaft ,2 , ,Andri S ,
777.0,19 Agustus 2020,89060.0,ATM20009022,KPBS PANGALENGAN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
778.0,02 Oktober 2020,89084.0,ATM20009022,KPBS PANGALENGAN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,Iddler Roller Feed CRD (M) ,1 , ,Andri S ,
778.0,02 Oktober 2020,89084.0,ATM20009022,KPBS PANGALENGAN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,Iddler Roller Head CRD (M) ,1 , ,Andri S ,
778.0,02 Oktober 2020,89084.0,ATM20009022,KPBS PANGALENGAN,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,Iddler Roller Miller CRD (M) ,1 , ,Andri S ,
779.0,18 Mei 2020,89011.0,ATM20009022,KPBS PANGALENGAN,Error & PM ,Hardware ,"Check & Clean all devices, replace card reader, test OK. ",2005-061 ,Card Reader Motorized ,1 , ,Andri S ,
780.0,09 September 2020,89071.0,ATM20009023,INDOMARET UJUNG BERUNG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
781.0,18 Juni 2020,89030.0,ATM20009023,INDOMARET UJUNG BERUNG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,Feed Shaft ,1 , ,Andri S ,
782.0,15 Januari 2020,87255.0,ATM20009023,INDOMARET UJUNG BERUNG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
783.0,03 Desember 2020,88965.0,ATM20009023,INDOMARET UJUNG BERUNG,Error & PM ,Hardware ,"Check & Clean all devices, Install Ulang, no replace, test OK. ", ,Feed Shaft ,1 , ,Andri S ,
783.0,03 Desember 2020,88965.0,ATM20009023,INDOMARET UJUNG BERUNG,Error & PM ,Hardware ,"Check & Clean all devices, Install Ulang, no replace, test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,1 , ,Andri S ,
783.0,03 Desember 2020,88965.0,ATM20009023,INDOMARET UJUNG BERUNG,Error & PM ,Hardware ,"Check & Clean all devices, Install Ulang, no replace, test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,Andri S ,
784.0,10 Juni 2020,89023.0,ATM20009026,GRIYA BATU NUNGGAL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", ,Feed Shaft ,1 , ,Andri S ,
785.0,08 Oktober 2020,89089.0,ATM20009026,GRIYA BATU NUNGGAL,Error & PM ,Preventive Maintenance ,"Check & Clean all devices, replace feed shaft, test OK. ", ,Feed Shaft ,2 , ,Andri S ,
786.0,10 Maret 2020,87278.0,ATM20009026,GRIYA BATU NUNGGAL,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
787.0,18 Januari 2020,87256.0,ATM20009028,KCP SUMEDANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
788.0,12 Agustus 2020,89056.0,ATM20009028,KCP SUMEDANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
789.0,25 November 2020,88959.0,ATM20009028,KCP SUMEDANG,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
790.0,16 April 2020,87295.0,ATM20009028,KCP SUMEDANG,Error & PM ,Non Hardware ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
791.0,15 Juni 2020,89027.0,ATM20009030,ALFAMART PAJAJARAN 3,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
792.0,23 Januari 2020,87258.0,ATM20009030,ALFAMART PAJAJARAN 3,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
793.0,07 Desember 2020,88967.0,ATM20009030,ALFAMART PAJAJARAN 3,Error & PM ,Hardware ,"Check & Clean all devices, replace part, test OK. ", ,Feed Shaft ,1 , ,Andri S ,
793.0,07 Desember 2020,88967.0,ATM20009030,ALFAMART PAJAJARAN 3,Error & PM ,Hardware ,"Check & Clean all devices, replace part, test OK. ", ,Stripper SnapOnWheel Wide Standard  *** NEW *** ,1 , ,Andri S ,
793.0,07 Desember 2020,88967.0,ATM20009030,ALFAMART PAJAJARAN 3,Error & PM ,Hardware ,"Check & Clean all devices, replace part, test OK. ", ,WHL T/A OVRMLD ( TAKE AWAY SNAP ON WHEEL ** NEW ** ,1 , ,Andri S ,
794.0,12 Oktober 2020,89091.0,ATM20009030,ALFAMART PAJAJARAN 3,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
795.0,06 April 2020,87287.0,ATM20009030,ALFAMART PAJAJARAN 3,PM 1 ,Preventive Maintenance ,"Check & Clean all devices, no replace, test OK. ", , , , ,Andri S ,
